0.014812;-0.001038;0.079043;-0.017198;0.578921;0.222496;9.636183;-10.999931;1.910880;0.999761;-0.000516;0.020154;0.008399
0.175932;0.006716;0.085917;-0.043520;-0.195916;0.305781;9.654016;-10.999636;1.929246;0.998036;-0.002543;0.050307;0.037229
0.280113;0.022887;0.069885;-0.062474;-0.378470;0.298127;9.695168;-10.997077;1.942230;0.997899;-0.004567;0.013190;0.063265
0.303655;0.047305;0.051338;0.002705;0.375317;0.264519;9.750533;-10.990510;1.953858;0.995760;-0.007880;0.019032;0.089651
0.455076;0.100601;0.014439;-0.033284;0.018989;0.237074;9.835637;-10.973681;1.961177;0.991716;-0.009273;0.051732;0.117203
0.623856;0.171697;0.003875;-0.150442;0.082587;0.339003;9.950510;-10.945337;1.962656;0.987949;-0.018327;0.046211;0.146578
0.761658;0.273374;0.001219;-0.156614;0.239646;0.516872;10.068450;-10.907770;1.963187;0.980731;-0.031942;0.061915;0.182516
0.950358;0.458945;0.000444;-0.305523;-0.024656;0.767681;10.231979;-10.838542;1.963188;0.966161;-0.049743;0.070137;0.243184
1.099062;0.791636;0.003825;-0.217094;-0.041793;0.785913;10.471173;-10.695153;1.963625;0.935827;-0.076084;0.057122;0.339376
1.197804;1.086844;0.017556;1.157002;-0.423961;-0.589204;10.688133;-10.512811;1.967784;0.939407;-0.029949;0.069101;0.334428
1.382893;1.035979;0.069429;0.879709;-0.484055;-0.095234;10.921105;-10.315511;1.973130;0.956759;0.077753;0.048163;0.276127
1.532228;0.814085;0.022333;-2.654792;0.419091;0.977719;11.278619;-10.107367;1.986577;0.934941;-0.068240;0.006424;0.348120
1.299775;1.225672;-0.039460;0.658439;-0.058869;1.072750;11.535119;-9.926113;1.985977;0.887843;-0.160008;0.008984;0.431337
1.134001;1.577394;-0.042356;0.119397;-0.775949;1.022488;11.773500;-9.637076;1.975151;0.850741;-0.046889;0.017934;0.523182
0.905460;1.652384;0.162738;-0.271750;-0.195144;-0.127742;11.971656;-9.328689;1.983899;0.813344;-0.075000;-0.053546;0.574438
0.710643;1.674031;0.042999;2.024132;0.607871;-1.013400;12.117276;-9.011415;2.001279;0.855443;0.014406;0.033540;0.516610
1.104661;1.591782;-0.007776;-0.935952;-0.312420;0.167541;12.331767;-8.621701;2.001875;0.885784;0.024327;0.074897;0.457368
1.159193;1.635716;-0.013799;-1.307692;-0.509973;0.786928;12.530490;-8.347957;1.998723;0.859244;-0.052033;-0.016840;0.508634
0.875977;1.710728;-0.048665;0.534301;0.235973;0.580807;12.713918;-8.046573;1.993385;0.825488;-0.072881;-0.036411;0.558509
0.675889;1.826769;-0.049700;-0.179944;-0.135417;0.527385;12.892917;-7.621866;1.980560;0.790873;-0.043929;0.013502;0.610253
0.525583;1.891410;-0.031288;-0.176435;-0.149993;0.497500;13.008556;-7.267308;1.972862;0.758514;-0.054626;-0.021516;0.649007
0.320959;1.922346;-0.003909;0.056387;0.050550;0.796674;13.087154;-6.905009;1.969572;0.721701;-0.051894;-0.010624;0.690175
0.114579;1.950425;0.003046;-0.509413;-0.212213;0.976241;13.129114;-6.536240;1.969687;0.655817;-0.065805;-0.034558;0.751252
-0.280071;1.892463;-0.002751;0.080750;-0.023336;0.955650;13.109540;-6.093211;1.970038;0.566823;-0.076502;-0.050511;0.818724
-0.613418;1.815054;-0.004812;-0.167181;-0.194607;0.926652;13.018008;-5.722244;1.969092;0.485920;-0.072164;-0.050648;0.869545
-0.921587;1.667708;-0.003568;-0.113595;-0.139312;0.928756;12.870571;-5.390672;1.968541;0.405009;-0.068237;-0.067406;0.909268
-1.249631;1.467597;0.134144;0.553170;0.346997;-0.183919;12.663545;-5.094168;1.977386;0.357529;-0.072526;-0.052304;0.929612
-1.384767;1.459476;0.046155;0.886095;-1.046027;-0.593721;12.348023;-4.761942;1.996155;0.439856;0.023172;0.042245;0.896775
-1.134492;1.451833;0.011710;-0.875308;0.608190;0.638568;12.121690;-4.499244;2.001243;0.436195;0.041892;0.026844;0.898476
